
























STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完璧
STR_DEPOT_VIEW_FREE_WAGONS_TOOLTIP                              :{BLACK}{COMMA} つの客車があります
STR_DEPOT_VIEW_MIXED_CONTENTS_TOOLTIP                           :{BLACK}{STRING}{}{STRING}

STR_STATION_VIEW_NAME_TOOLTIP                                   :{STATION}{NBSP}{STATION_FEATURES}
STR_STATION_VIEW_CARGO_LINE_TOOLTIP                             :{STRING} ({COMMA}%): {CARGO_SHORT}

STR_VEHICLE_LIST_AGE                                            :{STRING}, 使用年数: {COMMA} 年 ({COMMA})
STR_VEHICLE_LIST_AGE_RED                                        :{STRING}, 使用年数: {RED}{COMMA} {BLACK}年 ({COMMA})
STR_VEHICLE_LIST_CARGO_LIST                                     :{STRING}, 貨物: {CARGO_LIST}
STR_VEHICLE_LIST_RELIABILITY                                    :{STRING}, 信頼性: {COMMA}%
STR_VEHICLE_LIST_RELIABILITY_RED                                :{STRING}, 信頼性: {RED}{COMMA}%
STR_VEHICLE_LIST_MAX_SPEED                                      :{STRING}, 最高速度: {VELOCITY}
STR_VEHICLE_LIST_ENGINE_BUILT                                   :{STRING}, モデル: {ENGINE}, 製造年: {NUM}
STR_VEHICLE_LIST_VALUE                                          :{STRING}, 価格: {CURRENCY_LONG}
STR_VEHICLE_LIST_LENGTH                                         :{STRING}, 全長: {DECIMAL} タイル
STR_VEHICLE_LIST_TIME_TO_LIVE                                   :{STRING}, 寿命: 残り {COMMA} 年
STR_VEHICLE_LIST_TIME_TO_LIVE_RED                               :{STRING}, 寿命: 残り{RED}{COMMA} {BLACK}年
STR_VEHICLE_LIST_TIME_TO_LIVE_OVERDUE                           :{STRING}, 寿命: 寿命から {RED}{COMMA} {BLACK}年経過
STR_VEHICLE_LIST_TIMETABLE_DELAY_LATE                           :{STRING}, ダイヤの状態: {RED}{STRING} 遅延
STR_VEHICLE_LIST_TIMETABLE_DELAY_EARLY                          :{STRING}, ダイヤの状態: {STRING} 先行
STR_VEHICLE_LIST_TIMETABLE_DELAY_ON_TIME                        :{STRING}, ダイヤの状態: 定時
STR_VEHICLE_LIST_ORDER_OCCUPANCY_AVERAGE                        :{STRING}, 平均指令積載率: {COMMA}%

STR_VEHICLE_LIST_PROFIT_THIS_YEAR_LAST_YEAR_LIFETIME            :{STRING} (生涯: {CURRENCY_LONG})
STR_VEHICLE_LIST_CANCEL_DEPOT_SERVICE                           :回送/点検をキャンセル
STR_VEHICLE_LIST_SEND_TRAIN_TO_DEPOT_SELL                       :列車庫に回送して売却
STR_VEHICLE_LIST_SEND_ROAD_VEHICLE_TO_DEPOT_SELL                :車庫に回送して売却
STR_VEHICLE_LIST_SEND_SHIP_TO_DEPOT_SELL                        :造船所に回送して売却
STR_VEHICLE_LIST_SEND_AIRCRAFT_TO_HANGAR_SELL                   :格納庫に回送して売却

STR_VEHICLE_LIST_CHANGE_ORDER_STATION                           :指令を別の駅に移動
STR_VEHICLE_LIST_CHANGE_ORDER_WAYPOINT                          :指令を別の中継駅に移動
STR_VEHICLE_LIST_CHANGE_ORDER_TRAIN_DEPOT                       :指令を別の列車庫に移動
STR_VEHICLE_LIST_CHANGE_ORDER_ROAD_VEHICLE_DEPOT                :指令を別の車庫に移動
STR_VEHICLE_LIST_CHANGE_ORDER_SHIP_DEPOT                        :指令を別の造船所に移動
STR_VEHICLE_LIST_CHANGE_ORDER_AIRCRAFT_HANGAR                   :指令を別の格納庫に移動

STR_GROUP_EXPAND_ALL                                            :{BLACK}すべて展開
STR_GROUP_COLLAPSE_ALL                                          :{BLACK}すべて折りたたむ

STR_BUY_VEHICLE_TRAIN_LOCOMOTIVES                               :機関車と動力車
STR_BUY_VEHICLE_TRAIN_WAGONS                                    :客車

STR_PURCHASE_INFO_DESIGNED                                      :{BLACK}設計年: {GOLD}{NUM}
STR_PURCHASE_INFO_RUNNINGCOST_ORIG_YEAR                         :{BLACK}維持費: {GOLD}{CURRENCY_LONG}/オリジナル年

STR_BUY_REFIT_VEHICLE_BUY_VEHICLE_BUTTON                        :{BLACK}購入後に改造
STR_BUY_REFIT_VEHICLE_BUY_VEHICLE_TOOLTIP                       :{BLACK}選択した輸送機器を購入後自動的に指定した貨物向けに改造します

STR_BUY_VEHICLE_TRAIN_BUY_LOCOMOTIVE_BUTTON                     :{BLACK}動力車を購入
STR_BUY_VEHICLE_TRAIN_BUY_WAGON_BUTTON                          :{BLACK}客車を購入
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_LOCOMOTIVE_BUTTON               :{BLACK}動力車の購入と改造
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_WAGON_BUTTON                    :{BLACK}客車の購入と改造
STR_BUY_VEHICLE_TRAIN_BUY_LOCOMOTIVE_TOOLTIP                    :{BLACK}選択した動力車を購入します。Shift+クリックで購入費を見積もります
STR_BUY_VEHICLE_TRAIN_BUY_WAGON_TOOLTIP                         :{BLACK}選択した客車を購入します。Shift+クリックで購入費を見積もります
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_LOCOMOTIVE_TOOLTIP              :{BLACK}選択した動力車を購入して改造します。Shift+クリックで購入費を見積もります
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_WAGON_TOOLTIP                   :{BLACK}選択した客車を購入して改造します。Shift+クリックで購入費を見積もります
STR_BUY_VEHICLE_TRAIN_RENAME_LOCOMOTIVE_BUTTON                  :{BLACK}名称を変更
STR_BUY_VEHICLE_TRAIN_RENAME_WAGON_BUTTON                       :{BLACK}名称を変更
STR_BUY_VEHICLE_TRAIN_RENAME_LOCOMOTIVE_TOOLTIP                 :{BLACK}動力車の名称を変更
STR_BUY_VEHICLE_TRAIN_RENAME_WAGON_TOOLTIP                      :{BLACK}客車の名称を変更

STR_QUERY_RENAME_TRAIN_TYPE_LOCOMOTIVE_CAPTION                  :{WHITE}動力車の機種名を変更
STR_QUERY_RENAME_TRAIN_TYPE_WAGON_CAPTION                       :{WHITE}客車の機種名を変更

STR_VEHICLE_VIEW_SEND_TO_DEPOT_TOOLTIP_SHIFT                    :{STRING}。Shift+クリックで選択します
STR_VEHICLE_VIEW_SEND_TO_DEPOT_MENU                             :{BLACK}車庫/格納庫への回送を取り消します。Ctrl+クリックでメニューを開きます。 Shift+クリックで車庫/格納庫を選択します

STR_VEHICLE_VIEW_TRAIN_CENTER_TOOLTIP_EXTRA                     :{STRING}{BLACK}{}Shift+クリックでウィンドウを選択しなくてもルートをオーバーレイ表示するかを切り替えます

STR_VEHICLE_VIEW_ORDER_NUMBER                                   :{COMMA}: {STRING}

STR_VEHICLE_STATUS_LOADING_UNLOADING_ADVANCE                    :{STRING}, {VELOCITY}
STR_VEHICLE_STATUS_BROKEN_DOWN_VEL                              :{RED}故障 - {STRING}, {LTBLUE} {VELOCITY}
STR_VEHICLE_STATUS_BROKEN_DOWN_VEL_SHORT                        :{RED}故障 - {STRING}
STR_VEHICLE_STATUS_TRAIN_STUCK_WAIT_RESTRICTION                 :{ORANGE}経路制限のため待機中
STR_VEHICLE_STATUS_TRAIN_WAITING_TIMETABLE                      :{ORANGE}ダイヤの時刻まで待機中
STR_VEHICLE_STATUS_TRAIN_REVERSING                              :{ORANGE}折り返し中, {VELOCITY}
STR_VEHICLE_STATUS_TRAIN_MOVING_DEPOT                           :{ORANGE}車庫へ向かっています

STR_VEHICLE_STATUS_TRAIN_STOPPING_VEL_END                       :{RED}減速中, {VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_STATION_VEL_END                  :{LTBLUE}{STATION} へ向かっています, {VELOCITY}
STR_VEHICLE_STATUS_NO_ORDERS_VEL_END                            :{LTBLUE}指令がありません, {VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_WAYPOINT_VEL_END                 :{LTBLUE}{WAYPOINT} へ向かっています, {VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_VEL_END                    :{ORANGE}{DEPOT} へ向かっています, {VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_SERVICE_VEL_END            :{LTBLUE}保守のため {DEPOT} へ回送中, {VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_UNBUNCH_VEL_END            :{LTBLUE}切り離しと保守のため {DEPOT} へ回送中, {VELOCITY}
STR_VEHICLE_STATUS_CANNOT_REACH_STATION_VEL_END                 :{LTBLUE}{STATION} へ到達できません, {VELOCITY}
STR_VEHICLE_STATUS_CANNOT_REACH_WAYPOINT_VEL_END                :{LTBLUE}{WAYPOINT} へ到達できません, {VELOCITY}
STR_VEHICLE_STATUS_CANNOT_REACH_DEPOT_VEL_END                   :{ORANGE}{DEPOT} へ到達できません, {VELOCITY}
STR_VEHICLE_STATUS_CANNOT_REACH_DEPOT_SERVICE_VEL_END           :{LTBLUE}{DEPOT} へ到達できません, {VELOCITY}

STR_BREAKDOWN_TYPE_CRITICAL                                     :機械的な故障
STR_BREAKDOWN_TYPE_EM_STOP                                      :緊急停止
STR_BREAKDOWN_TYPE_LOW_SPEED                                    :速度の制限: {VELOCITY}
STR_BREAKDOWN_TYPE_LOW_POWER                                    :出力 {COMMA}%
STR_BREAKDOWN_TYPE_HIT_RV                                       :道路車両と接触
STR_BREAKDOWN_TYPE_BRAKES_OVERHEATED                            :ブレーキの過熱
STR_BREAKDOWN_TYPE_DEPOT                                        :修理のため {STATION} の格納庫へ向かっています
STR_BREAKDOWN_TYPE_LANDING                                      :緊急着陸のため {STATION} へ向かっています

STR_ERROR_TRAIN_TOO_HEAVY                                       :{WHITE}{VEHICLE} が重すぎます

STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_SELL_VEL                   :{CREAM}{PUSH_COLOUR}{RED}売却のため{POP_COLOUR}{DEPOT}へ回送中です　{VELOCITY}

STR_VEHICLE_LOAD_THROUGH_ABORTED_INSUFFICIENT_TRACK             :{WHITE}{VEHICLE}: 不十分な線路が原因で {STATION} のスルー積載が中断されました
STR_VEHICLE_LOAD_THROUGH_ABORTED_DEPOT                          :{WHITE}{VEHICLE}: 列車庫が原因で {STATION} のスルー積載が中断されました

STR_RUNNING                                                     :{LTBLUE}運行中

STR_NEED_REPAIR                                                 :{ORANGE}修理が必要です - {VELOCITY} に最高速度が制限されます

STR_CURRENT_STATUS                                              :{BLACK}現在の状態: {STRING}

STR_ENGINE_PREVIEW_RUNCOST_ORIG_YEAR                            :維持費: {CURRENCY_LONG}/オリジナル年

STR_VEHICLE_INFO_TRAIN_LENGTH                                   :{BLACK}列車の長さ {LTBLUE}{DECIMAL} タイル {STRING}
STR_VEHICLE_INFO_WEIGHT_RATIOS                                  :{STRING} {STRING}
STR_VEHICLE_INFO_POWER_WEIGHT_RATIO                             :{BLACK}出力 / 重量: {LTBLUE}{POWER_WEIGHT_RATIO}
STR_VEHICLE_INFO_TE_WEIGHT_RATIO                                :{BLACK}最大牽引力 / 重量: {LTBLUE}{FORCE_WEIGHT_RATIO}
STR_VEHICLE_INFO_FULL_WEIGHT_WITH_RATIOS                        :{BLACK}満積載重量: {LTBLUE}{WEIGHT_SHORT} {STRING}
STR_VEHICLE_INFO_MAX_SPEED_LOADED                               :{BLACK}最高速度(満載時): {LTBLUE}{VELOCITY}

STR_VEHICLE_INFO_AGE_RUNNING_COST_ORIG_YR                       :{BLACK}使用年数: {LTBLUE}{STRING}{BLACK}   維持費: {LTBLUE}{CURRENCY_LONG}/オリジナル年

STR_VEHICLE_INFO_PROFIT_THIS_YEAR_LAST_YEAR_LIFETIME            :{STRING} (生涯: {CURRENCY_LONG})

STR_VEHICLE_INFO_GROUP                                          :{BLACK}グループ: {LTBLUE}{GROUP}

STR_VEHICLE_AUTO_GROUP_ROUTE                                    :{TOWN} から {TOWN} へ {STRING}
STR_VEHICLE_AUTO_GROUP_LOCAL_ROUTE                              :{TOWN} ローカル{STRING}
STR_VEHICLE_AUTO_GROUP_CARGO_LIST                               : ({CARGO_LIST})

STR_VEHICLE_INFO_SPEED_RESTRICTION                              :{BLACK}速度制限: {LTBLUE}{VELOCITY}
STR_VEHICLE_INFO_SPEED_ADAPTATION_EXEMPT                        :{BLACK}適応速度の免除

STR_VEHICLE_DETAILS_TRAIN_ENGINE_BUILT_AND_VALUE_AND_SPEED      :{LTBLUE}{ENGINE}{BLACK}　購入日: {LTBLUE}{NUM}{BLACK}　車両価値: {LTBLUE}{CURRENCY_LONG} {BLACK}最高速度: {LTBLUE}{VELOCITY}
STR_VEHICLE_DETAILS_TRAIN_WAGON_VALUE_AND_SPEED                 :{LTBLUE}{ENGINE}{BLACK}　車両価値: {LTBLUE}{CURRENCY_LONG} {BLACK}最高速度: {LTBLUE}{VELOCITY}
STR_VEHICLE_DETAILS_TRAIN_TOTAL_WEIGHT                          :{BLACK}総重量: {LTBLUE}{WEIGHT_SHORT} {BLACK}(空荷) - {LTBLUE}{WEIGHT_SHORT} {BLACK}(積載)
STR_VEHICLE_DETAILS_TRAIN_MAX_SPEED                             :{BLACK}最高速度: {LTBLUE}{VELOCITY} {BLACK}(空荷) - {LTBLUE}{VELOCITY} {BLACK}(積載)

STR_VEHICLE_DETAILS_EXTRA_ACTIONS_TOOLTIP                       :{BLACK}追加の輸送機器アクション
STR_VEHICLE_DETAILS_REMOVE_SPEED_RESTRICTION                    :速度制限を解除
STR_VEHICLE_DETAILS_SET_SPEED_RESTRICTION                       :速度制限を設定
STR_VEHICLE_DETAILS_REMOVE_FROM_SLOT                            :次のスロットから削除:

STR_ORDER_DROP_CARGO_TYPE_LOAD                                  :貨物の種類により積載
STR_ORDER_DROP_CARGO_TYPE_UNLOAD                                :貨物の種類により荷下ろし

STR_ORDER_REVERSE                                               :{BLACK}反転
STR_ORDER_REVERSE_TOOLTIP                                       :{BLACK}選択した指令に対する反転の挙動を変更します。

STR_ORDER_DROP_SELL_DEPOT                                       :売却

STR_ORDER_CONDITIONAL_VEHICLE_IN_SLOT                           :スロット内の車両

STR_ORDER_CONDITIONAL_NEXT_STATION                              :次の駅
STR_ORDER_CONDITIONAL_CARGO_TOOLTIP                             :{BLACK}駅のデータと比較する値を指定します
STR_ORDER_CONDITIONAL_SLOT_TOOLTIP                              :{BLACK}占有率を確認する列車スロットを指定します
STR_ORDER_CONDITIONAL_COUNTER_TOOLTIP                           :{BLACK}値を確認するカウンタを指定します
STR_ORDER_CONDITIONAL_TIME_DATE_TOOLTIP                         :{BLACK}値を確認する現在時刻/日付フィールドを指定します
STR_ORDER_CONDITIONAL_TIMETABLE_TOOLTIP                         :{BLACK}値を確認するダイヤフィールドを指定します
STR_ORDER_CONDITIONAL_SCHED_SELECT_TOOLTIP                      :{BLACK}使用される運行計画
STR_ORDER_CONDITIONAL_SCHED_TEST_TOOLTIP                        :{BLACK}判定に使用する運行計画の状態
STR_ORDER_CONDITIONAL_VIA                                       :{BLACK}経由
STR_ORDER_CONDITIONAL_VIA_TOOLTIP                               :{BLACK}待機貨物量を確認する経由駅を指定します
STR_ORDER_CONDITIONAL_STATION                                   :{BLACK}駅
STR_ORDER_CONDITIONAL_STATION_TOOLTIP                           :{BLACK}確認する駅を指定します

STR_ORDER_CONDITIONAL_COMPARATOR_ACCEPTS                        :受け入れる
STR_ORDER_CONDITIONAL_COMPARATOR_DOES_NOT_ACCEPT                :受け入れない
STR_ORDER_CONDITIONAL_COMPARATOR_HAS                            :である
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_NO                         :ではない
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_LESS_THAN                  :未満を持つ
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_LESS_EQUALS                :以下を持つ
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_MORE_THAN                  :より大きいを持つ
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_MORE_EQUALS                :以上を持つ
STR_ORDER_CONDITIONAL_COMPARATOR_FULLY_OCCUPIED                 :完全に占有されている
STR_ORDER_CONDITIONAL_COMPARATOR_NOT_YET_FULLY_OCCUPIED         :完全に占有されていない
STR_ORDER_CONDITIONAL_COMPARATOR_OCCUPANCY_EMPTY                :空荷である
STR_ORDER_CONDITIONAL_COMPARATOR_OCCUPANCY_NOT_EMPTY            :空荷ではない
